case,gender,deg,yrdeg,field,startyr,year,rank,salary
537,M,PhD,72,Other,72,86,Assoc,3200.000
538,M,PhD,72,Other,72,87,Assoc,3361.000
539,M,PhD,72,Other,72,88,Assoc,3361.000
540,M,PhD,72,Other,72,89,Assoc,3596.000
541,M,PhD,72,Other,72,90,Assoc,3711.000
542,M,PhD,72,Other,72,91,Assoc,3939.000
543,M,PhD,72,Other,72,92,Assoc,3996.000
544,M,PhD,72,Other,72,93,Assoc,4053.000
545,M,PhD,72,Other,72,94,Assoc,4053.000
546,M,PhD,72,Other,72,95,Assoc,4231.000
547,M,PhD,88,Other,90,90,Assist,3818.000
548,M,PhD,88,Other,90,91,Assist,3883.000
549,M,PhD,88,Other,90,92,Assist,3996.000
550,M,PhD,88,Other,90,93,Assist,4112.000
551,M,PhD,88,Other,90,94,Assist,4112.000
552,M,PhD,88,Other,90,95,Assoc,4610.000
553,M,PhD,64,Other,65,76,Assoc,2196.000
554,M,PhD,64,Other,65,77,Assoc,2638.000
555,M,PhD,64,Other,65,78,Full,3156.000
556,M,PhD,64,Other,65,79,Full,3459.000
557,M,PhD,64,Other,65,80,Full,3852.000
558,M,PhD,64,Other,65,81,Full,4485.000
559,M,PhD,64,Other,65,82,Full,4817.000
560,M,PhD,64,Other,65,83,Full,5133.333
561,M,PhD,64,Other,65,84,Full,5997.000
562,M,PhD,64,Other,65,85,Full,5997.000
563,M,PhD,64,Other,65,86,Full,6827.000
564,M,PhD,64,Other,65,87,Full,7169.000
565,M,PhD,64,Other,65,88,Full,7591.000
566,M,PhD,64,Other,65,89,Full,8239.000
567,M,PhD,64,Other,65,90,Full,8748.000
568,M,PhD,64,Other,65,91,Full,9286.000
569,M,PhD,64,Other,65,92,Full,9420.000
570,M,PhD,64,Other,65,93,Full,9693.000
571,M,PhD,64,Other,65,94,Full,9693.000
572,M,PhD,64,Other,65,95,Full,9974.000
573,M,PhD,70,Prof,85,85,Full,7110.000
574,M,PhD,70,Prof,85,86,Full,7323.000
575,M,PhD,70,Prof,85,87,Full,7692.000
576,M,PhD,70,Prof,85,88,Full,8633.000
577,M,PhD,70,Prof,85,89,Full,8977.000
578,M,PhD,70,Prof,85,90,Full,9532.000
579,M,PhD,70,Prof,85,91,Full,9833.000
580,M,PhD,70,Prof,85,92,Full,9974.000
581,M,PhD,70,Prof,85,93,Full,10263.000
582,M,PhD,70,Prof,85,94,Full,10263.000
583,M,PhD,70,Prof,85,95,Full,10411.000
584,M,PhD,75,Prof,77,77,Assist,1834.000
585,M,PhD,75,Prof,77,78,Assist,2019.000
586,M,PhD,75,Prof,77,79,Assist,2243.000
587,M,PhD,75,Prof,77,80,Assist,2507.000
588,M,PhD,75,Prof,77,81,Assoc,2920.000
589,M,PhD,75,Prof,77,82,Assoc,3260.606
590,M,PhD,75,Prof,77,83,Assoc,3710.000
591,M,PhD,75,Prof,77,84,Assoc,4256.000
592,M,PhD,75,Prof,77,85,Assoc,4256.000
593,M,PhD,75,Prof,77,86,Assoc,5129.000
594,M,PhD,75,Prof,77,87,Full,5543.000
595,M,PhD,75,Prof,77,88,Full,5786.000
596,M,PhD,75,Prof,77,89,Full,6462.000
597,M,PhD,75,Prof,77,90,Full,7162.000
598,M,PhD,75,Prof,77,91,Full,7494.000
599,M,PhD,75,Prof,77,92,Full,7823.000
600,M,PhD,75,Prof,77,93,Full,8049.000
601,M,PhD,75,Prof,77,94,Full,8049.000
602,M,PhD,75,Prof,77,95,Full,8165.000
603,M,PhD,68,Other,88,88,Full,9723.000
604,M,PhD,68,Other,88,89,Full,10505.000
605,M,PhD,68,Other,88,90,Full,11478.000
606,M,PhD,68,Other,88,91,Full,12011.000
607,M,PhD,68,Other,88,92,Full,12359.000
608,M,PhD,68,Other,88,93,Full,12718.000
609,M,PhD,68,Other,88,94,Full,12718.000
610,M,PhD,68,Other,88,95,Full,13275.000
611,M,PhD,77,Other,83,83,Assoc,3455.000
612,M,PhD,77,Other,83,84,Assoc,3852.000
613,M,PhD,77,Other,83,85,Assoc,4704.000
614,M,PhD,77,Other,83,86,Assoc,4844.000
615,M,PhD,77,Other,83,87,Assoc,5087.000
616,M,PhD,77,Other,83,88,Assoc,5464.000
617,M,PhD,77,Other,83,89,Full,6649.000
618,M,PhD,77,Other,83,90,Full,7060.000
619,M,PhD,77,Other,83,91,Full,7935.000
620,M,PhD,77,Other,83,92,Full,8402.000
621,M,PhD,77,Other,83,93,Full,8646.000
622,M,PhD,77,Other,83,94,Full,8646.000
623,M,PhD,77,Other,83,95,Full,9128.000
624,M,PhD,81,Other,81,81,Assist,1957.000
625,M,PhD,81,Other,81,82,Assist,2014.000
626,M,PhD,81,Other,81,84,Assist,2472.000
627,M,PhD,81,Other,81,85,Assist,2472.000
628,M,PhD,81,Other,81,86,Assist,2546.000
629,M,PhD,81,Other,81,87,Assist,2674.000
630,M,PhD,81,Other,81,88,Assist,2955.000
631,M,PhD,81,Other,81,89,Assoc,3576.119
632,M,PhD,81,Other,81,90,Assoc,3764.000
633,M,PhD,81,Other,81,91,Assoc,3939.000
634,M,PhD,81,Other,81,92,Assoc,3996.000
635,M,PhD,81,Other,81,93,Assoc,4112.000
636,M,PhD,81,Other,81,94,Assoc,4112.000
637,M,PhD,81,Other,81,95,Assoc,4544.000
638,F,PhD,83,Other,87,87,Assist,3082.000
639,F,PhD,83,Other,87,88,Assist,3217.000
640,F,PhD,83,Other,87,89,Assist,3541.000
641,F,PhD,83,Other,87,90,Assist,3759.000
642,F,PhD,83,Other,87,91,Assist,3991.000
643,F,PhD,83,Other,87,92,Assist,4106.000
644,F,PhD,83,Other,87,93,Assoc,4348.000
645,F,PhD,83,Other,87,94,Assoc,4348.000
646,F,PhD,83,Other,87,95,Assoc,4474.000
647,M,PhD,61,Other,63,76,Assist,1717.000
648,M,PhD,61,Other,63,77,Assist,1623.000
649,M,PhD,61,Other,63,78,Assist,1782.090
650,M,PhD,61,Other,63,79,Assist,1959.000
651,M,PhD,61,Other,63,80,Assist,2121.000
652,M,PhD,61,Other,63,81,Assist,2290.000
653,M,PhD,61,Other,63,82,Assist,2290.000
654,M,PhD,61,Other,63,83,Assist,2416.000
655,M,PhD,61,Other,63,84,Assist,2507.000
656,M,PhD,61,Other,63,85,Assist,2507.000
657,M,PhD,61,Other,63,86,Assoc,2696.000
658,M,PhD,61,Other,63,87,Assoc,2831.000
659,M,PhD,61,Other,63,88,Assoc,3361.000
660,M,PhD,61,Other,63,89,Assoc,3648.000
661,M,PhD,61,Other,63,90,Assoc,3764.000
662,M,PhD,61,Other,63,91,Assoc,3883.000
663,M,PhD,61,Other,63,92,Assoc,3996.000
664,M,PhD,61,Other,63,93,Assoc,4053.000
665,M,PhD,61,Other,63,94,Assoc,4053.000
666,M,PhD,61,Other,63,95,Assoc,4231.000
667,M,PhD,88,Prof,88,88,Assist,4855.000
668,M,PhD,88,Prof,88,89,Assist,4855.000
669,M,PhD,88,Prof,88,90,Assist,5229.000
670,M,PhD,88,Prof,88,91,Assist,5551.000
671,M,PhD,88,Prof,88,92,Assist,5794.000
672,M,PhD,88,Prof,88,93,Assist,6048.000
673,M,PhD,88,Prof,88,94,Assoc,6223.000
674,M,PhD,88,Prof,88,95,Assoc,6404.000
675,M,PhD,73,Other,73,76,Assist,1200.000
676,M,PhD,73,Other,73,77,Assist,1441.000
677,M,PhD,73,Other,73,78,Assist,2000.000
678,M,PhD,73,Other,73,79,Assoc,2210.000
679,M,PhD,73,Other,73,80,Assoc,2381.000
680,M,PhD,73,Other,73,81,Assoc,2677.000
681,M,PhD,73,Other,73,82,Assoc,2876.000
682,M,PhD,73,Other,73,83,Assoc,3034.000
683,M,PhD,73,Other,73,84,Assoc,3240.000
684,M,PhD,73,Other,73,85,Assoc,3240.000
685,M,PhD,73,Other,73,86,Assoc,3533.000
686,M,PhD,73,Other,73,87,Assoc,3711.000
687,M,PhD,73,Other,73,88,Assoc,3711.000
688,M,PhD,73,Other,73,89,Assoc,3970.000
689,M,PhD,73,Other,73,90,Assoc,4155.000
690,M,PhD,73,Other,73,91,Assoc,4348.000
691,M,PhD,73,Other,73,92,Assoc,4538.000
692,M,PhD,73,Other,73,93,Assoc,4670.000
693,M,PhD,73,Other,73,94,Assoc,4670.000
694,M,PhD,73,Other,73,95,Assoc,4875.000
695,M,PhD,71,Other,72,76,Assoc,1743.000
696,M,PhD,71,Other,72,77,Assoc,1980.000
697,M,PhD,71,Other,72,78,Assoc,2097.000
698,M,PhD,71,Other,72,79,Assoc,2285.000
699,M,PhD,71,Other,72,80,Assoc,2507.000
700,M,PhD,71,Other,72,81,Assoc,2758.000
701,M,PhD,71,Other,72,82,Full,3005.000
702,M,PhD,71,Other,72,83,Full,3170.000
703,M,PhD,71,Other,72,84,Full,3386.000
704,M,PhD,71,Other,72,85,Full,3386.000
705,M,PhD,71,Other,72,86,Full,3909.000
706,M,PhD,71,Other,72,87,Full,5556.000
707,M,PhD,71,Other,72,88,Full,5556.000
708,M,PhD,71,Other,72,89,Full,5931.000
709,M,PhD,71,Other,72,90,Full,6297.000
710,M,PhD,71,Other,72,91,Full,6496.000
711,M,PhD,71,Other,72,92,Full,6684.000
712,M,PhD,71,Other,72,93,Full,6878.000
713,M,PhD,71,Other,72,94,Full,6878.000
714,M,PhD,71,Other,72,95,Full,7180.000
715,M,PhD,72,Other,71,76,Assoc,2245.000
716,M,PhD,72,Other,71,77,Assoc,2461.194
717,M,PhD,72,Other,71,78,Assoc,2584.000
718,M,PhD,72,Other,71,79,Assoc,2842.000
719,M,PhD,72,Other,71,80,Assoc,3077.000
720,M,PhD,72,Other,71,81,Assoc,3517.000
721,M,PhD,72,Other,71,82,Assoc,3777.000
722,M,PhD,72,Other,71,83,Full,4468.000
723,M,PhD,72,Other,71,84,Full,5125.000
724,M,PhD,72,Other,71,85,Full,5125.000
725,M,PhD,72,Other,71,86,Full,6447.000
726,M,PhD,72,Other,71,87,Full,6771.000
727,M,PhD,72,Other,71,88,Full,7169.000
728,M,PhD,72,Other,71,89,Full,8122.000
729,M,PhD,72,Other,71,90,Full,8748.000
730,M,PhD,72,Other,71,91,Full,9286.000
731,M,PhD,72,Other,71,92,Full,9693.000
732,M,PhD,72,Other,71,93,Full,10118.000
733,M,PhD,72,Other,71,94,Full,10118.000
734,M,PhD,72,Other,71,95,Full,10442.000
735,M,PhD,57,Other,65,76,Full,3061.000
736,M,PhD,57,Other,65,77,Full,3340.000
737,M,PhD,57,Other,65,79,Full,4060.000
738,M,PhD,57,Other,65,80,Full,4473.134
739,M,PhD,57,Other,65,81,Full,4749.000
740,M,PhD,57,Other,65,82,Full,4817.000
741,M,PhD,57,Other,65,83,Full,5082.000
742,M,PhD,57,Other,65,84,Full,5274.000
743,M,PhD,57,Other,65,85,Full,5274.000
744,M,PhD,57,Other,65,86,Full,5917.000
745,M,PhD,57,Other,65,87,Full,6214.000
746,M,PhD,57,Other,65,88,Full,6304.000
747,M,PhD,57,Other,65,89,Full,6711.940
748,M,PhD,57,Other,65,90,Full,7060.000
749,M,PhD,57,Other,65,91,Full,7388.000
750,M,PhD,57,Other,65,92,Full,7602.000
751,M,PhD,57,Other,65,93,Full,7712.000
752,M,PhD,57,Other,65,94,Full,7712.000
753,M,PhD,57,Other,65,95,Full,7823.000
754,M,PhD,60,Other,65,76,Full,2726.000
755,M,PhD,60,Other,65,77,Full,3021.000
756,M,PhD,60,Other,65,78,Full,3105.000
757,M,PhD,60,Other,65,79,Full,3856.000
758,M,PhD,60,Other,65,80,Full,4062.000
759,M,PhD,60,Other,65,81,Full,4358.000
760,M,PhD,60,Other,65,82,Full,4485.000
761,M,PhD,60,Other,65,83,Full,4732.000
762,M,PhD,60,Other,65,84,Full,5125.000
763,M,PhD,60,Other,65,85,Full,5125.000
764,M,PhD,60,Other,65,86,Full,5917.000
765,M,PhD,60,Other,65,87,Full,6580.000
766,M,PhD,60,Other,65,88,Full,6967.000
767,M,PhD,60,Other,65,89,Full,7671.000
768,M,PhD,60,Other,65,90,Full,8145.000
769,M,PhD,60,Other,65,91,Full,8646.000
770,M,PhD,60,Other,65,92,Full,8896.000
771,M,PhD,60,Other,65,93,Full,9154.000
772,M,PhD,60,Other,65,94,Full,9154.000
773,M,PhD,60,Other,65,95,Full,9420.000
774,M,PhD,72,Other,83,83,Assist,2247.000
775,M,PhD,72,Other,83,84,Assist,2504.000
776,M,PhD,72,Other,83,85,Assist,2504.000
777,M,PhD,72,Other,83,86,Assist,2976.000
778,M,PhD,72,Other,83,87,Assist,3126.000
779,M,PhD,72,Other,83,88,Assist,3310.000
780,M,PhD,72,Other,83,89,Assoc,3858.000
781,M,PhD,72,Other,83,90,Assoc,4276.000
782,M,PhD,72,Other,83,91,Assoc,4604.000
783,M,PhD,72,Other,83,92,Assoc,4806.000
784,M,PhD,72,Other,83,93,Assoc,5016.000
785,M,PhD,72,Other,83,94,Assoc,5016.000
786,M,PhD,72,Other,83,95,Assoc,5236.000
787,M,PhD,64,Other,64,76,Assoc,1910.000
788,M,PhD,64,Other,64,77,Assoc,2097.000
789,M,PhD,64,Other,64,78,Assoc,2176.000
790,M,PhD,64,Other,64,79,Assoc,2369.000
791,M,PhD,64,Other,64,80,Assoc,2507.000
792,M,PhD,64,Other,64,81,Assoc,2758.000
793,M,PhD,64,Other,64,82,Assoc,2758.000
794,M,PhD,64,Other,64,83,Assoc,2910.000
795,M,PhD,64,Other,64,85,Assoc,3020.000
796,M,PhD,64,Other,64,86,Assoc,3110.000
797,M,PhD,64,Other,64,87,Assoc,3266.000
798,M,PhD,64,Other,64,88,Assoc,3361.000
799,M,PhD,64,Other,64,89,Assoc,3648.000
800,M,PhD,64,Other,64,90,Assoc,3764.000
801,M,PhD,64,Other,64,91,Assoc,4053.000
802,M,PhD,64,Other,64,92,Assoc,4292.000
803,M,PhD,64,Other,64,93,Assoc,4416.000
804,M,PhD,64,Other,64,94,Assoc,4416.000
805,M,PhD,64,Other,64,95,Assoc,4544.000
806,M,PhD,65,Other,69,76,Assoc,2018.000
807,M,PhD,65,Other,69,77,Assoc,2216.000
808,M,PhD,65,Other,69,78,Full,2419.000
809,M,PhD,65,Other,69,79,Full,2671.000
810,M,PhD,65,Other,69,80,Full,2869.000
811,M,PhD,65,Other,69,81,Full,3137.000
812,M,PhD,65,Other,69,82,Full,3228.000
813,M,PhD,65,Other,69,83,Full,3406.000
814,M,PhD,65,Other,69,84,Full,3851.000
815,M,PhD,65,Other,69,85,Full,3851.000
816,M,PhD,65,Other,69,86,Full,4575.000
817,M,PhD,65,Other,69,87,Full,4805.000
818,M,PhD,65,Other,69,88,Full,5015.000
819,M,PhD,65,Other,69,89,Full,5522.000
820,M,PhD,65,Other,69,90,Full,5752.239
821,M,PhD,65,Other,69,91,Full,6048.000
822,M,PhD,65,Other,69,92,Full,6590.000
823,M,PhD,65,Other,69,93,Full,6781.000
824,M,PhD,65,Other,69,94,Full,6781.000
825,M,PhD,65,Other,69,95,Full,7180.000
826,M,PhD,67,Prof,84,84,Full,5504.000
827,M,PhD,67,Prof,84,85,Full,5504.000
828,M,PhD,67,Prof,84,86,Full,6002.000
829,M,PhD,67,Prof,84,87,Full,6304.000
830,M,PhD,67,Prof,84,88,Full,6394.000
831,M,PhD,67,Prof,84,89,Full,7040.000
832,M,PhD,67,Prof,84,90,Full,7475.000
833,M,PhD,67,Prof,84,91,Full,7935.000
834,M,PhD,67,Prof,84,92,Full,9420.000
835,M,PhD,67,Prof,84,93,Full,9693.000
836,M,PhD,67,Prof,84,94,Full,9693.000
837,M,PhD,67,Prof,84,95,Full,10118.000
838,M,PhD,82,Arts,83,83,Assist,2186.000
839,M,PhD,82,Arts,83,84,Assist,2401.000
840,M,PhD,82,Arts,83,85,Assist,2401.000
841,M,PhD,82,Arts,83,87,Assist,2998.000
842,M,PhD,82,Arts,83,88,Assist,3085.000
843,M,PhD,82,Arts,83,89,Assoc,3596.000
844,M,PhD,82,Arts,83,90,Assoc,3818.000
845,M,PhD,82,Arts,83,91,Assoc,4112.000
846,M,PhD,82,Arts,83,92,Assoc,5318.000
847,M,PhD,82,Arts,83,93,Assoc,5318.000
848,M,PhD,82,Arts,83,94,Assoc,5318.000
849,M,PhD,82,Arts,83,95,Full,5712.000
850,F,PhD,94,Other,94,94,Assist,4544.000
851,F,PhD,94,Other,94,95,Assist,4610.000
852,M,PhD,57,Other,61,76,Full,2852.000
853,M,PhD,57,Other,61,77,Full,3111.000
854,M,PhD,57,Other,61,78,Full,3248.000
855,M,PhD,57,Other,61,79,Full,3606.000
856,M,PhD,57,Other,61,80,Full,3905.000
857,M,PhD,57,Other,61,81,Full,4274.627
858,M,PhD,57,Other,61,82,Full,4296.000
859,M,PhD,57,Other,61,83,Full,4532.000
860,M,PhD,57,Other,61,84,Full,4771.000
861,M,PhD,57,Other,61,85,Full,4771.000
862,M,PhD,57,Other,61,86,Full,5354.000
863,M,PhD,57,Other,61,87,Full,5623.000
864,M,PhD,57,Other,61,88,Full,5786.000
865,M,PhD,57,Other,61,89,Full,6159.701
866,M,PhD,57,Other,61,90,Full,6480.000
867,M,PhD,57,Other,61,91,Full,6781.000
868,M,PhD,57,Other,61,92,Full,6977.000
869,M,PhD,57,Other,61,93,Full,7180.000
870,M,PhD,57,Other,61,94,Full,7180.000
871,M,PhD,57,Other,61,95,Full,7494.000
872,M,PhD,58,Other,69,76,Full,3102.000
873,M,PhD,58,Other,69,77,Full,3294.000
874,M,PhD,58,Other,69,78,Full,3481.000
875,M,PhD,58,Other,69,79,Full,3856.000
876,M,PhD,58,Other,69,80,Full,4169.000
877,M,PhD,58,Other,69,81,Full,4548.000
878,M,PhD,58,Other,69,82,Full,4817.000
879,M,PhD,58,Other,69,83,Full,5081.000
880,M,PhD,58,Other,69,84,Full,5082.000
881,M,PhD,58,Other,69,85,Full,5427.000
882,M,PhD,58,Other,69,86,Full,6177.000
883,M,PhD,58,Other,69,87,Full,6486.000
884,M,PhD,58,Other,69,88,Full,6675.000
885,M,PhD,58,Other,69,89,Full,7142.000
886,M,PhD,58,Other,69,90,Full,7475.000
887,M,PhD,58,Other,69,91,Full,7823.000
888,M,PhD,58,Other,69,92,Full,7935.000
889,M,PhD,58,Other,69,93,Full,8049.000
890,M,PhD,58,Other,69,94,Full,8049.000
891,M,PhD,58,Other,69,95,Full,8283.000
892,M,PhD,70,Other,88,88,Full,5229.000
893,M,PhD,70,Other,88,89,Full,5283.000
894,M,PhD,70,Other,88,90,Full,6083.000
895,M,PhD,70,Other,88,91,Full,6457.000
896,M,PhD,70,Other,88,92,Full,6740.000
897,M,PhD,70,Other,88,93,Full,6936.000
898,M,PhD,70,Other,88,94,Full,6936.000
899,M,PhD,70,Other,88,95,Full,7239.000
900,M,PhD,61,Other,69,76,Full,2114.925
901,M,PhD,61,Other,69,77,Full,2296.000
902,M,PhD,61,Other,69,78,Full,2378.000
903,M,PhD,61,Other,69,79,Full,2540.000
904,M,PhD,61,Other,69,80,Full,2686.000
905,M,PhD,61,Other,69,81,Full,2838.000
906,M,PhD,61,Other,69,82,Full,2838.000
907,M,PhD,61,Other,69,83,Full,2994.000
908,M,PhD,61,Other,69,84,Full,3386.000
909,M,PhD,61,Other,69,85,Full,3386.000
910,M,PhD,61,Other,69,86,Full,3799.000
911,M,PhD,61,Other,69,87,Full,3990.000
912,M,PhD,61,Other,69,88,Full,4105.000
913,M,PhD,61,Other,69,89,Full,4456.000
914,M,PhD,61,Other,69,90,Full,4533.000
915,M,PhD,61,Other,69,91,Full,4676.000
916,M,PhD,61,Other,69,92,Full,4743.000
917,M,PhD,61,Other,69,93,Full,4743.000
918,M,PhD,61,Other,69,94,Full,4743.000
919,M,PhD,61,Other,69,95,Full,4881.000
920,M,PhD,68,Other,71,76,Full,2388.000
921,M,PhD,68,Other,71,77,Full,2704.000
922,M,PhD,68,Other,71,78,Full,2838.000
923,M,PhD,68,Other,71,79,Full,3160.000
924,M,PhD,68,Other,71,80,Full,3396.000
925,M,PhD,68,Other,71,81,Full,3773.000
926,M,PhD,68,Other,71,82,Full,3882.000
927,M,PhD,68,Other,71,83,Full,4296.000
928,M,PhD,68,Other,71,84,Full,4512.000
929,M,PhD,68,Other,71,85,Full,4562.000
930,M,PhD,68,Other,71,86,Full,5019.000
931,M,PhD,68,Other,71,87,Full,5260.000
932,M,PhD,68,Other,71,88,Full,5405.000
933,M,PhD,68,Other,71,89,Full,5765.000
934,M,PhD,68,Other,71,90,Full,6022.000
935,M,PhD,68,Other,71,91,Full,6405.000
936,M,PhD,68,Other,71,92,Full,6666.000
937,M,PhD,68,Other,71,93,Full,7031.000
938,M,PhD,68,Other,71,94,Full,7281.000
939,M,PhD,68,Other,71,95,Full,8867.000
940,F,PhD,65,Other,65,76,Full,2340.000
941,F,PhD,65,Other,65,77,Full,2628.000
942,F,PhD,65,Other,65,78,Full,2888.000
943,F,PhD,65,Other,65,79,Full,3172.000
944,F,PhD,65,Other,65,80,Full,3398.000
945,F,PhD,65,Other,65,81,Full,3724.000
946,F,PhD,65,Other,65,82,Full,3887.000
947,F,PhD,65,Other,65,83,Full,4101.000
948,F,PhD,65,Other,65,84,Full,4636.000
949,F,PhD,65,Other,65,85,Full,4636.000
950,F,PhD,65,Other,65,86,Full,5751.000
951,F,PhD,65,Other,65,87,Full,6039.000
952,F,PhD,65,Other,65,88,Full,6126.000
953,F,PhD,65,Other,65,89,Full,6555.000
954,F,PhD,65,Other,65,90,Full,6861.000
955,F,PhD,65,Other,65,91,Full,7078.000
956,F,PhD,65,Other,65,92,Full,7283.000
957,F,PhD,65,Other,65,93,Full,7494.000
958,F,PhD,65,Other,65,94,Full,7494.000
959,F,PhD,65,Other,65,95,Full,7712.000
960,M,PhD,64,Prof,58,76,Assoc,1982.000
961,M,PhD,64,Prof,58,77,Full,2256.000
962,M,PhD,64,Prof,58,78,Full,2378.000
963,M,PhD,64,Prof,58,79,Full,2671.000
964,M,PhD,64,Prof,58,80,Full,2869.000
965,M,PhD,64,Prof,58,81,Full,3275.000
966,M,PhD,64,Prof,58,82,Full,3417.000
967,M,PhD,64,Prof,58,83,Full,3658.000
968,M,PhD,64,Prof,58,84,Full,3851.000
969,M,PhD,64,Prof,58,85,Full,3851.000
970,M,PhD,64,Prof,58,86,Full,3966.000
971,M,PhD,64,Prof,58,87,Full,4165.000
972,M,PhD,64,Prof,58,88,Full,4165.000
973,M,PhD,64,Prof,58,89,Full,5068.000
974,M,PhD,64,Prof,58,90,Full,5698.000
975,M,PhD,64,Prof,58,91,Full,6223.000
976,M,PhD,64,Prof,58,92,Full,6223.000
977,M,PhD,64,Prof,58,93,Full,6223.000
978,M,PhD,64,Prof,58,94,Full,6223.000
979,M,PhD,64,Prof,58,95,Full,6223.000
980,M,PhD,72,Other,86,86,Full,6002.000
981,M,PhD,72,Other,86,87,Full,6304.000
982,M,PhD,72,Other,86,88,Full,6486.000
983,M,PhD,72,Other,86,89,Full,6940.000
984,M,PhD,72,Other,86,90,Full,7265.000
985,M,PhD,72,Other,86,91,Full,7602.000
986,M,PhD,72,Other,86,92,Full,7823.000
987,M,PhD,72,Other,86,93,Full,8049.000
988,M,PhD,72,Other,86,94,Full,8049.000
989,M,PhD,72,Other,86,95,Full,8283.000
990,F,PhD,80,Other,81,81,Assist,2258.000
991,F,PhD,80,Other,81,82,Assist,2460.000
992,F,PhD,80,Other,81,83,Assist,2708.000
993,F,PhD,80,Other,81,84,Assist,2935.000
994,F,PhD,80,Other,81,85,Assist,2935.000
995,F,PhD,80,Other,81,86,Assoc,3437.000
996,F,PhD,80,Other,81,87,Assoc,3610.000
997,F,PhD,80,Other,81,88,Assoc,3715.000
998,F,PhD,80,Other,81,89,Assoc,3975.000
999,F,PhD,80,Other,81,90,Assoc,4160.000
1000,F,PhD,80,Other,81,91,Assoc,4292.000
1001,F,PhD,80,Other,81,92,Assoc,4416.000
1002,F,PhD,80,Other,81,93,Assoc,4544.000
1003,F,PhD,80,Other,81,94,Assoc,4544.000
1004,F,PhD,80,Other,81,95,Assoc,4544.000
1005,M,PhD,75,Other,85,85,Full,6260.000
1006,M,PhD,75,Other,85,86,Full,6828.000
1007,M,PhD,75,Other,85,87,Full,7170.000
1008,M,PhD,75,Other,85,88,Full,7377.000
1009,M,PhD,75,Other,85,89,Full,8122.000
1010,M,PhD,75,Other,85,90,Full,8502.000
1011,M,PhD,75,Other,85,91,Full,8896.000
1012,M,PhD,75,Other,85,92,Full,9154.000
1013,M,PhD,75,Other,85,93,Full,9420.000
1014,M,PhD,75,Other,85,94,Full,9420.000
1015,M,PhD,75,Other,85,95,Full,9694.000
1016,M,PhD,81,Other,84,84,Assist,2851.000
1017,M,PhD,81,Other,84,85,Assist,2851.000
1018,M,PhD,81,Other,84,86,Assist,3110.000
1019,M,PhD,81,Other,84,87,Assist,3266.000
1020,M,PhD,81,Other,84,88,Assoc,3610.000
1021,M,PhD,81,Other,84,89,Assoc,3918.000
1022,M,PhD,81,Other,84,90,Assoc,5381.000
1023,M,PhD,81,Other,84,91,Assoc,5472.000
1024,M,PhD,81,Other,84,92,Assoc,5631.000
1025,M,PhD,81,Other,84,93,Assoc,6048.000
1026,M,PhD,81,Other,84,94,Assoc,6048.000
1027,M,PhD,81,Other,84,95,Assoc,6223.000
1028,M,PhD,90,Arts,90,90,Assist,3126.000
1029,M,PhD,90,Arts,90,91,Assist,3225.000
1030,M,PhD,90,Arts,90,92,Assist,3414.000
1031,M,PhD,90,Arts,90,93,Assist,3667.000
1032,M,PhD,90,Arts,90,94,Assist,3667.000
1033,M,PhD,90,Arts,90,95,Assist,3939.000
1034,M,PhD,74,Arts,75,76,Assist,1563.000
1035,M,PhD,74,Arts,75,77,Assist,1791.000
1036,M,PhD,74,Arts,75,78,Assist,1904.000
1037,M,PhD,74,Arts,75,79,Assist,2079.000
1038,M,PhD,74,Arts,75,80,Assoc,2247.000
1039,M,PhD,74,Arts,75,81,Assoc,2413.433
1040,M,PhD,74,Arts,75,82,Assoc,2425.000
1041,M,PhD,74,Arts,75,83,Assoc,2633.000
1042,M,PhD,74,Arts,75,84,Full,3337.000
1043,M,PhD,74,Arts,75,85,Full,3337.000
1044,M,PhD,74,Arts,75,86,Full,3640.000
1045,M,PhD,74,Arts,75,87,Full,3822.000
1046,M,PhD,74,Arts,75,88,Full,4105.000
1047,M,PhD,74,Arts,75,89,Full,4651.000
1048,M,PhD,74,Arts,75,90,Full,5010.000
1049,M,PhD,74,Arts,75,91,Full,5242.000
1050,M,PhD,74,Arts,75,92,Full,5394.000
1051,M,PhD,74,Arts,75,93,Full,5551.000
1052,M,PhD,74,Arts,75,94,Full,5551.000
1053,M,PhD,74,Arts,75,95,Full,5794.000
1054,F,PhD,74,Other,81,81,Assoc,2916.000
1055,F,PhD,74,Other,81,82,Assoc,3000.000
1056,F,PhD,74,Other,81,83,Assoc,3258.000
1057,F,PhD,74,Other,81,84,Assoc,3430.000
1058,F,PhD,74,Other,81,85,Assoc,3430.000
1059,F,PhD,74,Other,81,86,Assoc,3742.000
1060,F,PhD,74,Other,81,87,Assoc,3906.818
1061,F,PhD,74,Other,81,88,Assoc,4042.667
1062,F,PhD,74,Other,81,89,Assoc,4325.000
1063,F,PhD,74,Other,81,90,Assoc,4526.667
1064,F,PhD,74,Other,81,91,Assoc,4737.333
1065,F,PhD,74,Other,81,92,Assoc,4805.455
1066,F,PhD,74,Other,81,93,Assoc,4874.545
1067,F,PhD,74,Other,81,94,Assoc,4876.000
1068,F,PhD,74,Other,81,95,Assoc,5088.000
1069,M,PhD,73,Other,72,76,Assist,1803.000
1070,M,PhD,73,Other,72,77,Assist,2019.000
1071,M,PhD,73,Other,72,78,Assoc,2176.000
1072,M,PhD,73,Other,72,80,Assoc,3278.000
